description,url,localisation,prix,agence,titre,infos
"au coeur du quartier prise de l'ocde et face aux jardins du ranelagh, est a vendre un petit immeuble compose aujourd'hui de 4 appartements distincts relies par un ascenseur. ensoleilles, ces appartements a rafraichir presentent chacun de tres belles hauteurs sous plafond et une chambre avec salle de bains. sur le toit, une terrasse pourra etre amenagee. il sera bien entendu envisageable de repenser l'ensemble pour y abriter une famille. idealement investisseur. bon exposition. terrasses. caves.",http://www.explorimmo.com/annonce-3079664.html,"paris 16eme,",4200000,marc foujols,vente maison 10 pieces 17 m2,"nombre de pieces : 10, surface : 17 m2, nombre de chambres : 4, nombre de salles de bain : 4, ascenseur : oui, cave : oui, digicode : oui, interphone : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"paris 16eme foch.maison de ville.dans copropriete recente tres securisee, superbe maison de ville (226m2 carrez)baignee de lumiere avec jardin et terrasse.double reception,cuisine separee,4 chambres,4 salles de bains,box en ssol. entree privative.superbe.possibilite en mixte.information sur la copropriete 302 lots charges annuelles 20ke prix de vente 2 580 000econtactez adrien soltani agent commercial specialiste en immobilier de prestige au 07 86 38 69 66.adrien.soltani@coldwellbanker.fr",http://www.explorimmo.com/annonce-4471610.html,"paris 16eme,",2530000,coldwell banker groupe demeure,vente maison 6 pieces 250 m2,"nombre de pieces : 6, surface : 250 m2, nombre de chambres : 4, nombre de salles de bain : 4, terrain : 60 m2, type de chauffage : chauffage electrique, balcon : oui, parking : oui, salle de bain : oui, terrasse : oui, energie : g (500), ges : g (90)"
"a vendre paris 16, george mandel. dans le quartier tres anime situe a l'angle de la rue de la pompe et la rue de la tour, tres belle maison ancienne orientee plein sud sans vis a vis avec un jardin de 100 m2 et plusieurs terrasses. decoration contemporaine tres raffinee. 5/6 chambres, 5 salles de bains et 1 salle de douche. ascenseur. climatisation. box. dont 3.57 % honoraires ttc a la charge de l'acquereur.",http://www.explorimmo.com/annonce-3656534.html,"paris 16eme,",5800000,marc foujols,vente maison 8 pieces 311 m2,"nombre de pieces : 8, surface : 311 m2, nombre de chambres : 6, nombre de salles de bain : 5, terrain : 100 m2, cave : oui, parking : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"a vendre a passy : cette maison de charme de la fin du 19eme possede un magnifique jardin de 220 m2 et une terrasse de 46 m2. au calme absolu et sans vis a vis , elle a une surface de 220 m2 habitable. dans le jardin, un atelier d'artiste de 20 m2 au sol avec mezzanine pourrait avantageusement etre transforme en un grand studio. pour les amoureux de la campagne a paris. tres belle cave voutee. possibilite de parking en location.",http://www.explorimmo.com/annonce-3079974.html,"paris 16eme,",3320000,marc foujols,vente maison 8 pieces 196 m2,"nombre de pieces : 8, surface : 196 m2, nombre de chambres : 4, nombre de salles de bain : 2, cave : oui, interphone : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"passy/trocadero paris xvie - maison de charme napoleon iii de 250 m2 cachee dans la verdure avec jardin de 360 m2. triple reception, 5 chambres, 2 bains, bureau. terrasse, atelier independant. cave et parking en location.",http://www.explorimmo.com/annonce-137272.html,paris 16eme,3320000,lieux particuliers,vente maison 8 pieces 250 m2,"nombre de pieces : 8, surface : 250 m2, nombre de chambres : 5, nombre de salles de bain : 2, terrain : 360 m2, jardin : oui, terrasse : oui, energie : nc, ges : nc"
"maison a vendre avec piscine. en plein coeur d'une villa privee, superbe maison 1900 en parfait etat d'environ 410m2 avec un jardin de 650m2 a l'abri des regards et plante de marronniers bicentenaires.rez de chaussee : sejour et une salle a manger avec jardin d'hiver et cuisine equipee et amenagee. niveau 2 : 2 grandes suites avec dressings et salles de bains. bureau ou 3eme chambre. niveau 3 : suite parentale avec terrasse de 15m2. le sous-sol est entierement amenage avec une belle piscine, jacuzzi,",http://www.explorimmo.com/annonce-5423436.html,"paris 16eme,",PrixNC,marc foujols,vente maison 8 pieces 388 m2,"nombre de pieces : 8, surface : 388 m2, nombre de chambres : 4, nombre de salles de bain : 4, cave : oui, interphone : oui, parking : oui, piscine : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"maison de 280m2 superficie privative au sol avec un jardin de 134m2 expose ouest. divisible. affaire interessante. a amenager selon votre gout. rdc - entree, garage, une piece a vivre ou cuisine d'ete, local technique avec un wc et une salle d'eau; jardin 1er etage - salon, salle a manger, cuisine 2eme etage - 3 chambres, salle de bains, wc 3eme etage - 3 chambres, salle de bains, wc 4eme etage sous combles - salle de jeux ou bureau-chambre d'ami.",http://www.explorimmo.com/annonce-5478336.html,"paris 16eme,",2395000,marc foujols,vente maison 280 m2,"nombre de pieces : non precise, surface : 280 m2, nombre de chambres : 6, nombre de salles de bain : 3, salle de bain : oui, energie : nc, ges : nc"
"paris xvieme - frondaisons du bois de boulogne - dans une villa privee recherchee et securisee proche de l'avenue foch, belle maison de caractere du xixeme siecle developpant 344m2 environ sur 4 niveaux et jouissant de 160m2 de jardin plein sud. donnant sur le perron, cuisine et receptions de pres de 60m2, aux etages accessibles par un bel escalier, 6 chambres, 3 bains et un original atelier sous 5m de hauteur sous plafond, basement de 87m2 a reamenager avec buanderie et caves. volumes rares, plateaux",http://www.explorimmo.com/annonce-5982562.html,paris 16eme,4650000,barnes paris 16,vente maison 10 pieces 344 m2,"nombre de pieces : 10, surface : 344 m2, nombre de chambres : 6, nombre de salles de bain : 2, terrain : 160 m2, exposition : non precise, box : oui, cheminee : oui, salle d'eau : oui, salle de bain : oui, energie : d (190), ges : e (39)"
"m exelmans. maison familiale ancienne ravalee avec un jardin d'environ 150m2. double living, salle a manger, 3 salles des bains, 7 chambres, 3wc, combles a amenager. travaux a prevoir. beaux volumes.",http://www.explorimmo.com/annonce-5769008.html,paris 16eme,2395000,prebay immobilier,vente maison 12 pieces 260 m2,"nombre de pieces : 12, surface : 260 m2, nombre de chambres : 11, type de chauffage : gaz, exposition : est-ouest, energie : nc, ges : nc"
"paris xvieme - passy voie privee - superbe hotel particulier de charme de 250m2 environ avec terrasse et jardin.esprit cottage anglais. entree, salon, bibliotheque, salle a manger avec cuisine attenante donnant sur un jardin arbore et ses dependances. au 1er etage, superbe chambre de maitre avec son boudoir donnant sur une terrasse de plain pied de 46m2, bureau, salle de bains, dressing. au 2eme etage, trois chambres, salle de bains. calme, elegance et verdure. buanderie, caves, atelier et serre",http://www.explorimmo.com/annonce-5982582.html,paris 16eme,3320000,barnes paris 16,vente maison 10 pieces 249 m2,"nombre de pieces : 10, surface : 249 m2, nombre de chambres : 5, nombre de salles de bain : 2, exposition : non precise, cheminee : oui, salle de bain : oui, energie : nc, ges : nc"
"paris xvieme - muette - a deux pas de la rue de passy, superbe maison particuliere de style neogothique developpant 450m2 environ sur 4 niveaux (360m2 + sous-sol 88m2). au premier niveau : reception en enfilade avec tres belle hauteur sous plafond ; second niveau : 4 chambres et salles de bains ; niveau superieur : 2 chambres dont 1 en mezzanine et terrasse arboree de 87m2 plein soleil avec tonnelle. garage pour deux vehicules, caves et appartement de service en rez-de-chaussee. volumes, tres bel",http://www.explorimmo.com/annonce-5982606.html,paris 16eme,3350000,barnes paris 16,vente maison 12 pieces 448 m2,"nombre de pieces : 12, surface : 448 m2, nombre de chambres : 6, nombre de salles de bain : 1, exposition : non precise, box : oui, cheminee : oui, salle d'eau : oui, salle de bain : oui, energie : c (106), ges : d (22)"
"villa montmorency maison style mallet stevens de 430 m2 et 350 m2 de jardin. entree, grandes receptions avec mezzanine, 5/6 chambres, appartement independant, atelier, garage. charlemagne immobilier",http://www.explorimmo.com/annonce-6788948.html,paris 16eme,6950000,charlemagne immobilier,vente maison 10 pieces 430 m2,"nombre de pieces : 10, surface : 430 m2, nombre de chambres : 6, nombre de salles de bain : 5, terrain : 350 m2, ascenseur : oui, balcon : oui, cheminee : oui, garage : oui, jardin : oui, parking : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, energie : nc, ges : nc"
"une maison du xxeme siecle, idealement situe dans un hameau prive, d'une surface de 397 m2 sur 3 niveaux ( plus un sous-sol), sur un jardin de 670 m2.rez-de-chaussee: salon, salle a manger, cuisine, jardin d'hiver1er etage: 2 chambres avec chacune leurs salles de bains et dressing.un bureau2eme etage: chambre de maitre ouvrant sur une terrasse de 25 m2une salle de bains, dressingsous-sol: piscine a contre-couranthammam, sauna.buanderie, cave.une maison d'amis dans le jardin de 35 m22 places de parking",http://www.explorimmo.com/annonce-4470416.html,"paris 16eme,",6800000,proprietes parisiennes sotheby's,vente maison 6 pieces 397 m2,"nombre de pieces : 6, surface : 397 m2, nombre de chambres : 4, nombre de salles de bain : 3, terrain : 397 m2, type de chauffage : gaz, exposition : non precise, ascenseur : oui, cave : oui, parking : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"paris xvi. victor hugo. dans une voie privee, tres bel hotel particulier de 400 ma2 baigne de soleil, avec ascenseur, sur 3 niveaux + sous-sol, disposant d'un jardin plein sud a l'avant de 30 m2 et d'un patio a l'arriere. tres belle hauteur sous plafond. travaux de rehabilitation de grande qualite, en cours de realisation. ce bien beneficie d'une commercialite recuperable en cas d'utilisation residentielle.2 parkings completent ce bien d'exception.",http://www.explorimmo.com/annonce-7047236.html,"paris 16eme,",5500000,consultants immobilier passy,vente maison 10 pieces 385 m2,"nombre de pieces : 10, surface : 385 m2, nombre de chambres : 6, nombre de salles de bain : 4, parking : oui, salle de bain : oui, energie : nc, ges : nc"
"un des rares hotel particulier avec grand jardin de 150 m2 en plein cur de passy. ce bien a garde ses elements d'origine. il comprend: entree, salon, salle a manger avec boiserie anglaise, bureau, cuisine, 6 chambres, 2 salles de bains, sous-sol, cave et garage de plain pied. ce bien est a renover.",http://www.explorimmo.com/annonce-7084676.html,"paris 16eme,",3300000,breteuil immobilier,vente maison 9 pieces 211 m2,"nombre de pieces : 9, surface : 211 m2, nombre de chambres : 6, nombre de salles de bain : 2, terrain : 150 m2, type de chauffage : chauffage central, statut : libre, exposition : sud, balcon : oui, cave : oui, cheminee : oui, garage : oui, jardin : oui, salle d'eau : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, vue degagee : oui, energie : nc, ges : nc"
"a vendre dans le calme et la verdure, au sein de la tres chic villa montmorency, superbe hotel particulier architectural et graphique de 435 m2 carrez dans le plus pur style malet stevens. hotel particulier organise sur 3 niveaux avec ascenseur, comprenant un vaste sejour avec cheminee sur jardin, cinq chambres, quatre salles de bains, cet hotel particulier beneficie d'un studio independant, une lingerie, un garage double, un jardin de 340 m2 et un ravissant pigeonnier de 25 m2 dans le jardin. prestations",http://www.explorimmo.com/annonce-3079154.html,"paris 16eme,",7500000,marc foujols,vente maison 7 pieces 435 m2,"nombre de pieces : 7, surface : 435 m2, nombre de chambres : 5, nombre de salles de bain : 5, terrain : 340 m2, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"malesherbes /jouffroy hotel particulier de 350 m2 ouvrant sur 90 m2 de terrasse alliant une elegante facade ancienne et une renovation interieure contemporaine. les grandes ouvertures en verriere amenent une rare luminosite aux magnifiques volumes. triple reception dont un salon atelier avec 6 m d'hauteur sous plafond, 4/5 chambres, 4 bains, bureau. double box possible.",http://www.explorimmo.com/annonce-2677986.html,"paris 17eme,",PrixNC,lieux particuliers,vente maison 350 m2,"nombre de pieces : non precise, surface : 350 m2, nombre de chambres : 5, nombre de salles de bain : 4, terrasse : oui, energie : nc, ges : nc"
"magnifique hotel particulier ravale du xixeme sur 5 niveaux, secteur lycee carnot. entree, grande reception, salle a manger, cuisine dinatoire ouverte, terrasse de plain-pied de 25m2 ouvrant sur le salon, 4 chambres avec dressings, 4 salles de bains, buanderie. possibilite de mettre un ascenseur exterieur.",http://www.explorimmo.com/annonce-4079454.html,"paris 17eme,",2060000,breteuil immobilier,vente maison 6 pieces 270 m2,"nombre de pieces : 6, surface : 270 m2, nombre de chambres : 4, nombre de salles de bain : 4, type de chauffage : chauffage electrique, statut : libre, exposition : sud-ouest, cave : oui, interphone : oui, salle d'eau : oui, salle de bain : oui, sous-sol : oui, terrasse : oui, visiophone : oui, vue degagee : oui, energie : d (200), ges : d (30)"
"paris - 75017 - exclusivite - a vendre tout proche de la nouvelle citee de la justice magnifique maison sur 3 niveaux avec jardin, terrasse et patio dans un veritable havre de paix et a l'ecart des regards. de rehabilitation recente, cette maison saura idealement seduire une famille nombreuse grace a ses 6 chambres (voir plus) mais aussi sans aucun soucis une famille qui souhaiterait installer ses bureaux a la meme adresse. un doux melange de materiaux de qualite, noble et contemporains et dotee",http://www.explorimmo.com/annonce-4958630.html,"paris 17eme,",2000000,coldwell banker - terrasses parisiennes,vente maison 10 pieces 280 m2,"nombre de pieces : 10, surface : 280 m2, nombre de chambres : 5, nombre de salles de bain : 2, terrain : 30 m2, type de chauffage : chauffage electrique, exposition : nord-est, cave : oui, parking : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : e (291), ges : b (10)"
"dans un passage prive, une maison contemporaine en parfait etat de 325 m2 habitables sur 3 niveaux avec une terrasse-toit, expose sud de 40 m2 , comprenant:une entree, reception de 70 m2 avec 5 metres de hauteur sous plafond, une salle a manger, une cuisine equipee, 6 chambres, 4 salles de bains, buanderie, chaufferie, sauna.2 places de parking en location a proximite.situation : guy moquet, brochant",http://www.explorimmo.com/annonce-5553214.html,"paris 17eme,",1980000,proprietes parisiennes sotheby's,vente maison 8 pieces 325 m2,"nombre de pieces : 8, surface : 325 m2, nombre de chambres : 6, terrain : 325 m2, type de chauffage : gaz, exposition : non precise, cave : oui, parking : oui, salle d'eau : oui, terrasse : oui, energie : nc, ges : nc"
"maison de ville contemporaine de 325 m2 habitables et 42 m2 de terrasse-toit exposee sud. elle s'organise autour d'un patio central ,sur 3 niveaux. la maison comprend: entree, receptions de 90 m2 avec 5 m de hauteur sous plafond, cuisine equipee, 6 chambres, 1 bureau, 3 salles de bains, buanderie, chaufferie, sauna. parking en location.",http://www.explorimmo.com/annonce-6754018.html,paris 17eme,1850000,breteuil immobilier,vente maison 8 pieces 325 m2,"nombre de pieces : 8, surface : 325 m2, nombre de chambres : 6, nombre de salles de bain : 3, statut : libre, energie : nc, ges : nc"
"vente maison contemporaine - 5 chambres - paris 17 - ampere / wagram. exceptionnelle maison contemporaine, entierement renovee par un architecte, organisee autour d'un patio decore avec mur vegetal. au rez-de-chaussee : entree, sejour avec cuisine americaine ouvert sur le patio, bureau ou salle a manger avec mezzanine, 3 chambres, 2 salles de douches. au premier etage, une grande suite parentale qui donne sur une veranda de 30 m2 avec sa salle de bain. au deuxieme etage un grand bureau. un sous-sol",http://www.explorimmo.com/annonce-5983288.html,paris 17eme,3500000,barnes saint-honore,vente maison 7 pieces 331 m2,"nombre de pieces : 7, surface : 331 m2, nombre de chambres : 5, nombre de salles de bain : 1, exposition : non precise, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
"a deux pas de la cite des fleurs, une maison-atelier de photographe et sa cour interieure. passe le porche privatif pave de bois, la cour interieure en jouissance exclusive conduit a la maison independante qui s'eleve sur deux etages avec balcons. le batiment est en maconnerie enduite entre des colombages sous une charpente en bois.l'acces au rez de chaussee se fait par une entree abritee sous une marquise en tuile. le petit vestibule donne sur un vaste local amenage en studio photo et perce de fenetres",http://www.explorimmo.com/annonce-6115154.html,paris 17eme,1240000,patrice besse,vente maison 3 pieces 142 m2,"nombre de pieces : 3, surface : 142 m2, nombre de chambres : 2, nombre de salles de bain : 1, exposition : non precise, salle de bain : oui, energie : e (270), ges : e (51)"
"17e quartier champeret, rue jean moreas (calme), beau 4pieces 3 chambres au rez de chaussee: entree, grand sejour, cuisine dinatoire, 3 chambres, 2 salles d'eau, 2 wc. parquet. belle hauteur sous plafond.cave . proximite commerces& transports.parking a la location en sus possible. votre contact 0686827763",http://www.explorimmo.com/annonce-6954408.html,"paris 17eme,",674000,pierre de taille conseil immobilier,vente maison 5 pieces 88 m2,"nombre de pieces : 5, surface : 88 m2, nombre de chambres : 3, nombre de salles de bain : 2, exposition : est-ouest, energie : nc, ges : nc"
"paris 75017 quartier des epinettes au sein d'un petit passage prive au calme, venez decouvrir cette maison au style contemporain eleve sur trois niveaux aux magnifiques volumes. elle s'articule autour d'un patio baigne de lumiere, le charme de ses coursives distribuent 5 chambres, salles d'eau, bureau, une sublime suite parentale avec belle salle de bains douche et baignoire, un sejour cathedrale avec 6 m de hauteur sous plafond, une cuisine, une salle a manger ainsi qu'une terrasse de 40m2 exposee",http://www.explorimmo.com/annonce-6968196.html,"paris 17eme,",1850000,coldwell banker - terrasses parisiennes,vente maison 10 pieces 325 m2,"nombre de pieces : 10, surface : 325 m2, nombre de chambres : 6, nombre de salles de bain : 1, exposition : sud-ouest, parking : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : c (132), ges : d (31)"
"vente maison 6 pieces - paris 17eme - wagram / villiers : hotel particulier de 270m2 sur 4 niveaux comprenant un grand salon, une salle a manger, 4 chambres avec dressings, 4 salles de bains, une cuisine ouverte et amenagee et une terrasse de plain-pied de 25m2 ouvrant sur le salon. restauration de qualite pour cette jolie maison du 19eme siecle. commerces et ecoles a proximite. secteur carnot. maison a vendre - presentee par barnes, agence immobiliere de prestige paris 17eme",http://www.explorimmo.com/annonce-5983282.html,paris 17eme,2050000,barnes saint-honore,vente maison 6 pieces 270 m2,"nombre de pieces : 6, surface : 270 m2, nombre de chambres : 4, nombre de salles de bain : 4, exposition : non precise, salle de bain : oui, energie : nc, ges : nc"
"tocqueville bel hotel particulier de 365 m2 ouvrant sur un jardin expose sud cette maison beneficie de beaux volumes et de prestations de qualites. grand salon de 63 m2 beneficiant d'une hauteur sous plafond de 6 m et ouvrant sur jardin, salle a manger, petit salon ouvrant sur une terrasse de 27m2 , bureau, 4 chambres, 2 bains. au sous-sol (85,4m2) : un service avec kitchenette et bains , un garage un atelier - bureau dans le jardin complete ce bien.",http://www.explorimmo.com/annonce-5047858.html,"paris 17eme,",3620000,lieux particuliers,vente maison 7 pieces 365 m2,"nombre de pieces : 7, surface : 365 m2, nombre de chambres : 4, nombre de salles de bain : 2, exposition : sud-est, ascenseur : oui, cheminee : oui, garage : oui, jardin : oui, sous-sol : oui, terrasse : oui, vue degagee : oui, energie : nc, ges : nc"
"secteur niel -place du marechal juin .superbe hotel particulier ancien en r+2, compose d'une triple reception , d'une cuisine equipee haut de gamme, de 4 ou 5 chambres , 1 salle de bains et deux salles de douche, 1 buanderie , 1 cave , en parfait etat. balcon soleil et vue degagee.",http://www.explorimmo.com/annonce-7047166.html,"paris 17eme,",3100000,consultants immobilier monceau,vente maison 7 pieces 280 m2,"nombre de pieces : 7, surface : 280 m2, nombre de chambres : 4, nombre de salles de bain : 1, balcon : oui, cave : oui, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
"paris 18 eme. marcadet-poissonnier. dans rue pietonne. maison atypique d'environ 100m2 sur 3 niveaux. offrant : rez-de-chaussee une grande entree de 13.59 m2, sejour de 14.08 m2 sur rue. au sous-sol une cuisine equipee u.s dinatoire de 22.94 m2 avec cave a vin et buanderie, a l'etage : 2 chambres, dont une avec dressing de 15.76 m2, petit bureau dans bow- window, salle de bains et w.c independant. nombreux rangements integres et materiaux de qualite. possibilite d'un studio independant sur cour.",http://www.explorimmo.com/annonce-2840352.html,"paris 18eme,",650000,groupe david immobilier,"vente maison 4 pieces 95,8 m2","nombre de pieces : 4, surface : 95,8 m2, nombre de chambres : 2, nombre de salles de bain : 1, exposition : non precise, salle de bain : oui, energie : f (370), ges : e (42)"
"danremond/ordener. dans une impasse, une maison de 134m2 avec un jardin de 20m2 et une cour centrale. beaucoup de potentiel pour cette maison tres claire et calme. possibilite de sureleve, de creer une terrasse, ou beaucoup d' autres possibilites. rare",http://www.explorimmo.com/annonce-5069828.html,"paris 18eme,",1250000,flashabitat,vente maison 6 pieces 134 m2,"nombre de pieces : 6, surface : 134 m2, nombre de chambres : 5, nombre de salles de bain : 1, nombre de niveaux : 2, salle de bain : oui, energie : nc, ges : nc"
"maison d'architecte de 169m2 avec deux terrasses. construite en 2004 et en pleine propriete, elle se compose d'une belle piece de vie avec cheminee et cuisine ouverte donnant sur une terrasse de 25m2 plein est, au 1er niveau se trouvent deux chambres dont une ayant un acces a une seconde terrasse de 20m2 plein sud, au 2eme niveau la chambre principale mansardee avec salle de bain et penderie. le sous-sol total de 52m2 abrite une chambre, un bureau, une buanderie et une salle de douche. cette maison",http://www.explorimmo.com/annonce-5009610.html,paris 18eme,1150000,espaces atypiques,vente maison 7 pieces 169 m2,"nombre de pieces : 7, surface : 169 m2, nombre de chambres : 5, nombre de salles de bain : 1, parking : oui, salle d'eau : oui, salle de bain : oui, energie : c (137), ges : d (32)"
"en plein coeur de montmartre, une maison de 160m2 (type atelier) situee dans une charmante copropriete (comme un village), au calme, compose: au rdc : d'une salle a manger, d'une cuisine et d'une chambre. 1er etage: un grand salon de 47m2 (possibilite de faire une 3eme chambre). et le dernier etage est compose d'un bureau, d'une grande chambre avec salle de bains. copropriete de plus de 20 lots, charges anuuelles: 4300euros. fagimo n de siren: 38515202000033.",http://www.explorimmo.com/annonce-5421618.html,"paris 18eme,",1650000,fagimo,vente maison 4 pieces 160 m2,"nombre de pieces : 4, surface : 160 m2, nombre de chambres : 3, nombre de salles de bain : 1, nombre de niveaux : 2, salle de bain : oui, energie : g (451), ges : g (81)"
"exclusivite: hotel particulier de 287 m2 sur trois etages desservis par ascenseur et beneficiant d'un toit en verre coulissant. au rez de chaussee, dans un esprit riad, autour d'un patio, un vaste espace a vivre, avec cuisine americaine, bar, bureau independant et toilette independante. au premier etage, un salon bibliotheque, une chambre, un degagement atelier, et une chambre en suite avec salle de bains (bain et douche), toilettes et rangements. au deuxieme etage, une chambre en suite avec",http://www.explorimmo.com/annonce-5983004.html,paris 18eme,2390000,barnes paris 9/10/18,vente maison 7 pieces 287 m2,"nombre de pieces : 7, surface : 287 m2, nombre de chambres : 4, nombre de salles de bain : 3, exposition : non precise, cheminee : oui, salle de bain : oui, energie : c (96), ges : d (23)"
"special investisseurs, marx dormoy, en dernier etages plusieurs lots a vendre.. copropriete de 32 lots. honoraires acheteur inclus : 5.56 %",http://www.explorimmo.com/annonce-6553392.html,"paris 18eme,",380000,groupe david immobilier,vente maison 6 pieces 65 m2,"nombre de pieces : 6, surface : 65 m2, nombre de chambres : 6, nombre de niveaux : 6, exposition : non precise, energie : g (456), ges : g (92)"
"au pied du sacre coeur, au sein d'une charmante allee pavee et arboree insoupconnable de l'exterieur, ravissante maison debut de siecle sur 2 niveaux, entierement refaite a neuf (toiture et ravalement) il y a 2 ans. entree, sejour, grande cuisine equipee, 4 chambres, 2 salles de bains, 1 salle de douches, dressings, rangements.",http://www.explorimmo.com/annonce-6788472.html,"paris 18eme,",1590000,breteuil immobilier,vente maison 5 pieces 132 m2,"nombre de pieces : 5, surface : 132 m2, nombre de chambres : 4, nombre de salles de bain : 3, terrain : 30 m2, type de chauffage : chauffage central, statut : libre, digicode : oui, jardin : oui, salle d'eau : oui, salle de bain : oui, energie : b (57), ges : c (13)"
"ordener. maison individuelle 7 pieces de 140 m2 avec terrasses. au niveau principal: cuisine independante, 3 chambres, 3 salles d'eau avec wc et 2 terrasses. au niveau superieur: sejour, cuisine independante equipee, 3 chambres, salle de bains avec wc et wc separes. cave en sous-sol. maison calme et lumineuse. differentes configurations possibles. travaux a prevoir.building partners, agence specialisee dans l'immobilier familial de standing a parisouest vous accueille du lundi au vendredi de 9h30",http://www.explorimmo.com/annonce-6827730.html,"paris 18eme,",1365000,building partners,vente maison 7 pieces 140 m2,"nombre de pieces : 7, surface : 140 m2, nombre de chambres : 6, nombre de salles de bain : 1, cave : oui, salle d'eau : oui, salle de bain : oui, terrasse : oui, energie : nc, ges : nc"
"calme et verdure au pied de montmartre - maison avec jardin, ascenseur, dependances et piscine chauffee. l'ensemble d'une surface de 248.59m2 (196.96m2 loi carrez) se reparti sur 4 niveaux et sous-sol desservis par ascenseur. au rez-de-chaussee : entree, piece a vivre et cuisine d'une surface de 45m2 avec vue et acces a la piscine et au jardin de 74m2 sans vis-a-vis. au 1er etage : grande suite parentale avec chambre, dressing, lingerie, buanderie, wc separes et elegante salle d'eau. au 2eme etage",http://www.explorimmo.com/annonce-6663072.html,paris 18eme,2350000,mobilis,vente maison 8 pieces 248 m2,"nombre de pieces : 8, surface : 248 m2, nombre de chambres : 5, digicode : oui, interphone : oui, parking : oui, piscine : oui, salle d'eau : oui, terrasse : oui, energie : c (142), ges : d (33)"
"paris 18eme - mairie jules joffrin - maison de ville en r+2. belle maison aux volumes agreables au sein d'une petite copropriete. elle se compose au rez-de chaussee d'une entree, un grand sejour avec verrieres, une cuisine us. au 1er etage, 2 grandes chambres et une salle de bains, au 2eme etage, combles amenages ou l'on peut creer 2 chambres. plusieurs possibilites d'agencement. belle hauteur sous plafond. enorme potentiel. tres rare dans le quartier. coup de coeur imax. v1642 - dpe : nc - www.imax.fr",http://www.explorimmo.com/annonce-6659084.html,"paris 18eme,",898000,imax agence paris brochant,vente maison 5 pieces 138 m2,"nombre de pieces : 5, surface : 138 m2, nombre de chambres : 3, nombre de salles de bain : 1, salle de bain : oui, energie : nc, ges : nc"
"marcadet / rue du nord. venez decouvrir cette jolie maison de ville sur 3 niveaux au style art-deco atypique avec un cachet rare. la maison se compose d'un sejour, d'une entree, d'une cuisine ouverte sur une salle a manger, de 2 chambres (possibilite 3), d'une salle de bains et de wc separes. exposee plein sud et beneficiant d'une belle distribution, vous apprecierez la qualite de ses prestations et son environnement calme (la rue du nord est pietonne) .",http://www.explorimmo.com/annonce-2878384.html,paris 18eme,650000,aristimmo,vente maison 5 pieces 95 m2,"nombre de pieces : 5, surface : 95 m2, nombre de chambres : 2, nombre de salles de bain : 1, type de chauffage : gaz, exposition : sud, salle de bain : oui, energie : d (206), ges : e (48)"
"situe a un emplacement unique, devant les vignes de montmartre, une maison de caractere, developpee sur 5 niveaux : au rez de chaussee, une entree, un bureau et un vaste sejour, au premier etage une magnifique piece a vivre ainsi qu'une grande cuisine semi ouverte, meublee et equipee; au deuxieme etage, une master suite donnant sur un petit balcon expose plein sud, avec salle de bains (bains et douche) ainsi qu'une chambre; au troisieme etage, une grande chambre, avec soupentes amenagees en grenier,",http://www.explorimmo.com/annonce-5983010.html,paris 18eme,3150000,barnes paris 9/10/18,vente maison 8 pieces 250 m2,"nombre de pieces : 8, surface : 250 m2, nombre de chambres : 3, nombre de salles de bain : 2, terrain : 200 m2, exposition : non precise, cheminee : oui, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
"au calme d'une jolie cour pavee et arboree, a deux pas du metro lamarck, une charmante maison dans le style atelier d'artiste deployee sur trois niveaux. au rez-de-chaussee : une entree, une cuisine independante et un office, une salle a manger, un espace bibliotheque, une chambre avec salle d'eau et un toilette separe ; au premier etage : un vaste et bel espace de reception ; au dernier niveau : un bureau, une chambre en suite avec dressing, salle de bain et douche, et un toilette separe. tres nombreux",http://www.explorimmo.com/annonce-6874232.html,paris 18eme,1650000,barnes paris 9/10/18,vente maison 4 pieces 160 m2,"nombre de pieces : 4, surface : 160 m2, nombre de chambres : 2, nombre de salles de bain : 1, exposition : non precise, salle d'eau : oui, salle de bain : oui, energie : nc, ges : nc"
