description,url,localisation,prix,agence,titre,infos
"PARIS 2EME - PALAIS ROYAL / OPERA- Ligne directe 01 40 20 93 95 - Dans un quartier charge d'histoire, a deux pas des jardins du Palais Royal, de l'avenue de l'Opera et du jardin des Tuileries, bel appartement de deux pieces comprenant une entree avec placard, un sejour, une chambre avec dressing, une cuisine equipee, une SDB et un WC independant. Charme assure, poutres apparentes, nombreux rangements, aucun travaux a prevoir. Ideal en pied a terre ou investissement locatif, a visiter rapidement!",http://www.explorimmo.com/annonce-4684960.html,Paris 2eme,499000,Fortis Immo Paris 1 (century 21),"Vente appartement 2 pieces 45,35 m2","Nombre de pieces : 2, Surface : 45,35 m2, Nombre de chambres : 1, Etage : 2, Energie : D (190), GES : D (29)"
"Vente en nue propriete (F 68 ans). PARIS 2eme - Quartier MONTORGUEIL - Metro Sentier - Rue Saint Sauveur Au sein d'un immeuble en tres bon etat, appartement de 28,62m2 Carrez, comprenant: une entree, une salle de bains avec WC, un sejour avec une grande hauteur sous plafond et une mezzanine (non comptabilisee dans la superficie Carrez (14,70 m2). Cave. Vente de nue-propriete avec reserve d'usufruit. En partant d'une valeur libre de 340 000 EUR, vous achetez ce bien sur une valeur occupee de 184",http://www.explorimmo.com/annonce-3662346.html,Paris 2eme,184280,Renee Costes Viager,Vente viager 2 pieces 28 m2,"Nombre de pieces : 2, Surface : 28 m2, Nombre de chambres : 1, Type de chauffage : Gaz, Exposition : Non precise, Cave : oui, Energie : F (357), GES : C (19)"
"Vente en nue propriete (H 76 ans). PARIS 2EME - GAILLON / 4 SEPTEMBRE - Dans un bel immeuble en pierre de taille date de 1800 ravale recemment, au rez-de-chaussee, sur une cour pavee, appartement de 153 m2 Carrez (157 m2 habitable) en duplex avec deux chambres, 2 Salle de bains, un grand sejour. Etat impeccable. Cave. Profession liberale possible. Vente de nue-propriete avec reserve d'usufruit. En partant d'une valeur libre de 921 658 EUR FAI, vous achetez ce bien sur une valeur occupee de 655 000",http://www.explorimmo.com/annonce-2725306.html,Paris 2eme,655000,Renee Costes Viager,Vente viager 3 pieces 153 m2,"Nombre de pieces : 3, Surface : 153 m2, Nombre de chambres : 2, Type de chauffage : Gaz, Exposition : Non precise, Cave : oui, Energie : C (146), GES : D (34)"
"PARIS II - VIVIENNE / GALLION - STUDIO A RAFRAICHIR - Au deuxieme etage d'un bel immeuble ancien de 1750, studio a usage mixte: commercial et residentiel. Situe a l'etage noble, ce studio beneficie d'une tres belle hauteur sous plafond (3.26). Il comprend un large sejour, une kitchenette, une salle de douche. Ascenseur. IDEAL INVESTISSEMENT - PARIS II- VIVIENNE/GALLION- STUDIO Y TO BE RENOVATED On the second floor of a beautiful old building dating back to 1750, studio for mixed use: commercial and",http://www.explorimmo.com/annonce-32497740-1.html,Paris 2eme,399000,Barnes Pied-a-terre Saint-honore,Vente appartement 2 pieces 38 m2,"Nombre de pieces : 2, Surface : 38 m2, Ascenseur : oui, Energie : NC, GES : NC"
"PARIS 2EME ARRONDISSEMENT, appartement T2 de 34 M2 (31 M2 carrez)A deux pas de la Bourse, pour les amateurs du Paris authentique !Cet appartement est situe dans un immeuble dont l' escalier de bois est classe monument historique.En parfait etat, Il se compose d'une entree sur couloir desservant une chambre avec salle d'eau, un WC separe, une grande piece principale avec cuisine ouverte. Un veritable jeu de contraste avec les poutres apparentes et la luminosite de cet appartement au 5eme etage, avec",http://www.explorimmo.com/annonce-5275402.html,Paris 2eme,339000,Capifrance,Vente appartement 2 pieces,"Nombre de pieces : 2, Surface : NC, Nombre de chambres : 1, Exposition : Non precise, Energie : NC, GES : NC"
"BONNE NOUVELLE - Au 4e etage d'un immeuble avec gardien, cet appartement vous seduira par son exceptionnel double sejour avec vue degagee. Il se compose comme suit : entree, double sejour avec 4 fenetres offrant une vue degagee sur le bd de Bonne Nouvelle, cuisine ouverte, dressing, chambre, salle de bains avec wc. Gardien, digicode, cave, faibles charges (177  /mois), chauffage individuel gaz.HENRI JAMES s'occupe de vendre, louer et gerer vos biens immobiliers.Contactez-nous, nous serons tres heureux",http://www.explorimmo.com/annonce-5355508.html,"Paris 2eme,",680000,Henri James,Vente appartement 3 pieces 79 m2,"Nombre de pieces : 3, Surface : 79 m2, Nombre de chambres : 1, Etage : 4, Cave : oui, Energie : NC, GES : NC"
FOND DE COMMERCE - Prox Place VendomeCession fond de commerce d'une boutique de cosmetique a Paris dans le 2eme arrondissement. Excellent emplacement. Axe tres passant. Surface 45 m2 au rdc + 6 m2 en mezzanine. Beau lineaire. Loyer 45 000 euros par an.,http://www.explorimmo.com/annonce-5539738.html,Paris 2eme,525000,Aream Vente,Vente divers 45 m2,"Nombre de pieces : Non precise, Surface : 45 m2, Energie : NC, GES : NC"
FOND DE COMMERCE - Prox Place VendomeCession fond de commerce d'une boutique de cosmetique a Paris 75002. Tres bon emplacement. Axe tres passant. Belle vitrine.Surface 65 m2 au rdc + 20 m2 au 1er etage. Loyer 54 000 euros par an.,http://www.explorimmo.com/annonce-5539668.html,Paris 2eme,315000,Aream Vente,Vente divers 85 m2,"Nombre de pieces : Non precise, Surface : 85 m2, Energie : NC, GES : NC"
"OPERA. Dans un bel immeuble d'angle en etage eleve, superbe appartement de 5 pieces entierement renove,comprenant : une entree, un grand salon, une salle a manger, trois chambres dont une suite parentale avec salle d'eau, cuisine a l'americaine amenagee, une salle de bains avec wc, un wc separe. Parquet point de Hongrie, moulures, cheminees. Prestations haut de gamme, decoration contemporaine. Balcon filant, triple exposition.",http://www.explorimmo.com/annonce-3416080.html,"Paris 2eme,",2500000,Consultants Immobilier Passy,"Vente appartement 5 pieces 157,82 m2","Nombre de pieces : 5, Surface : 157,82 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Etage : 5, Ascenseur : oui, Balcon : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Au deuxieme etage noble d'un immeuble Empire, cet appartement traite dans un esprit loft et resolument contemporain, developpe pres de 182m2 et dispose de 5 chambres tout en offrant une magnifique reception d'angle de 71m2 avec cheminee et cuisine ouverte. Nombreux amenagements sur mesure, tres bon plan facilement modulable et bon etat general. Trois entrees possibles. Vues sur la porte Saint-Denis. Rare.Surface Carrez : 181,93m2.",http://www.explorimmo.com/annonce-4617550.html,"Paris 2eme,",1680000,"Ateliers, Lofts & Associes","Vente appartement 6 pieces 181,93 m2","Nombre de pieces : 6, Surface : 181,93 m2, Nombre de chambres : 5, Ascenseur : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Energie : C (121), GES : D (28)"
"Dans un bel immeuble Haussmannien sur le Boulevard de Bonne Nouvelle, appartement 3/4 pieces de 59m2 loi Carrez et 75m2 de surface au sol, en duplex au 4eme etage sans ascenseur. Le bien est compose de 2 chambres avec balcon + une 3eme amenagee sous les combles, un sejour, une cuisine americaine equipee, une salle de bains et un WC separe. Appartement entierement refait a neuf recemment. Lumineux, calme, double vitrage. A SAISIR! Contact: 06.21.97.28.00.",http://www.explorimmo.com/annonce-5649198.html,"Paris 2eme,",650000,Premier Immobilier,Vente appartement 4 pieces 75 m2,"Nombre de pieces : 4, Surface : 75 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Etage : 4, Balcon : oui, Cave : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Proche metro REAUMUR, Dans le Coeur du Sentier, un appartement 3 Pieces en excellent etat, dans un immeuble ravale au 2eme etage comprenant entree sejour avec cuisine amenagee et semi-equipee, 2 chambres, salle d'eau avec WC.Chauffage electrique, parquet, double exposition. Charges annuelles : 1.420 euro/an. Commerces a proximite.",http://www.explorimmo.com/annonce-4446982.html,Paris 2eme,492900,Gescofim,"Vente appartement 3 pieces 58,48 m2","Nombre de pieces : 3, Surface : 58,48 m2, Nombre de chambres : 2, Type de chauffage : Chauffage electrique, Etage : 2, Exposition : Non precise, Salle d'eau : oui, Energie : E (295), GES : C (16)"
"A deux pas de la place Vendome, adresse prestigieuse, ds un tres bel immeuble de bon standing avec parties communes soignees, locaux refaits a neuf situes au 6eme etage avec ascenseur se composant d'un bel accueil desservant 3 bureaux moulures avec balconnets donnant sur une belle vue degagee (Place Vendome) ainsi que 3 bureaux dont un grand sur avec balconnets sur cour degagee, 2 wc avec lave mains, une cuisine avec bloc kitchenette. Faibles charges. Calme et lumineux. Beaux volumes. Disponible",http://www.explorimmo.com/annonce-5741548.html,Paris 2eme,Prix NC,Consult'im,Vente divers 6 pieces 175 m2,"Nombre de pieces : 6, Surface : 175 m2, Nombre de chambres : 5, Exposition : Non precise, Energie : NC, GES : NC"
"Au centre de Paris, dans un quartier vivant et anime, un appartement de 60 m2 au 4eme etage. L'immeuble fut erige sur l'emplacement de la cour de l'ancien Hospice Saint-Catherine, auquel succeda jusqu'en 1830 la manufacture de glaces de Saint-Gobain. En 1995, les lieux firent l'objet d'une complete renovation qui explique l'etat impeccable des parties communes, des toitures et des exterieurs de l'immeuble. Depuis la rue semi-pietonne, on accede a l'immeuble en traversant une longue cour interieure",http://www.explorimmo.com/annonce-5707790.html,Paris 2eme,598000,Patrice Besse,Vente appartement 3 pieces 60 m2,"Nombre de pieces : 3, Surface : 60 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Exposition : Non precise, Salle de bain : oui, Energie : C (103), GES : A (1)"
"M Sentier,rue de Clery,au 3eme etage sans ascenseur d'un immeuble ancien avec digicode,vaste et agreable studio de 30m2 vendu loue(880 Euros/mois charges comprises);pourrait etre amenage en 2 pieces a l'avenir grace a ses 3 fenetres. Piece a vivre avec cuisine ouverte,et salle d'eau avec wc. Parquet. Poutres peintes.Double vitrage. Rangement. Un bon investissement au coeur d'un quartier en pleine mutation.",http://www.explorimmo.com/annonce-5811234.html,"Paris 2eme,",300000,Les Logis Du Marais,Vente studio 30 m2,"Nombre de pieces : 1, Surface : 30 m2 (loi carrez), Digicode : oui, Salle d'eau : oui, Energie : NC, GES : NC"
"AGENCE DIRECTE 3.9% seulement!!!! A proximite immediate des GRANDS BOULEVARDS, double stationnement au sixieme sous sol avec ascenseur pieton. Parking avec gardiennage. Localisation de ce bien disponible sur www.agencedirecte.com dont 10.82 % honoraires TTC a la charge de l'acquereur. Copropriete de 300 lots Charges annuelles : 612 euros.",http://www.explorimmo.com/annonce-5795780.html,"Paris 2eme,",49870,"Agence Directe 3,9% Frais Reduits",Vente parking,"Surface : NC, Ascenseur : oui, Energie : NC, GES : NC"
"I@D France - Nancy MARIN (06 62 26 28 28) vous propose : QUARTIER RECHERCHE PARIS 2EME place des Petits-Peres, proche tous commerces, METROS 3 Bourse ou Sentier et 1 Palais Royal.Venez visiter ce bel appartement au calme compose d'un sejour/salle a manger, cuisine americaine, une chambre avec cabine de douche et WC separes, une chambre avec salle de bain, une buanderie. Un conseil, APPELEZ MOI !!!La presente annonce immobiliere vise 6 lots principaux situes dans une copropriete formant 80 lots au",http://www.explorimmo.com/annonce-5807022.html,Paris 2eme,695000,I@d France,Vente appartement 3 pieces 68 m2,"Nombre de pieces : 3, Surface : 68 m2, Nombre de chambres : 2, Type de chauffage : Chauffage electrique, Etage : 1, Exposition : Non precise, Digicode : oui, Energie : E (254), GES : C (13)"
"A proximite de l'Opera, au pied du metro, dans un immeuble pierre de taille d'angle, bureaux lumineux situes au 3eme etage ascenseur se composant d'une entree/accueil desservant 6 bureaux, 1 salle de reunion, wc, coin cuisine. Disponible le 01/07/2015. Prestations : Ascenseur;Interphone",http://www.explorimmo.com/annonce-5898904.html,Paris 2eme,Prix NC,Consult'im,Vente divers 160 m2,"Nombre de pieces : Non precise, Surface : 160 m2, Exposition : Non precise, Energie : NC, GES : NC"
"Paris 2eme entre les metros Etienne Marcel et Reaumur. Dans une jolie copropriete, situe au 2eme etage, appartement 3 pieces, compose d'un large sejour, deux chambres, une cuisine et une salle de bain avec WC. Appartement en bon etat. Bien soumis au statut de la copropriete 1/101 lots. Quote part du budget previsionnel 844/an(70/mois). Une procedure en cours. Copropriete : Nb de lots : 101 Budget previsionnel a la charge du vendeur : 844.0 /an",http://www.explorimmo.com/annonce-5848868.html,Paris 2eme,435000,Fortis Immo Paris 1 (century 21),"Vente appartement 3 pieces 50,9 m2","Nombre de pieces : 3, Surface : 50,9 m2, Nombre de chambres : 2, Etage : 2, Energie : C (144), GES : A (4)"
"Au 1er etage d'un immeuble 18eme, au cur du quartier pieton de Montorgueil, cet appartement de charme ravira tous les amoureux d'un des quartiers les plus vivants de la capitale. Refait entierement a neuf, baignant dans la lumiere grace a sa double exposition, ce veritable havre de paix dispose de volumes genereux et d'une excellente distribution. Sur 155m2, il se compose d'un grand double sejour attenant a une tres contemporaine cuisine dinatoire, d'une "" master bedroom "" avec dressing et salle",http://www.explorimmo.com/annonce-5910562.html,"Paris 2eme,",1550000,Paris Capital,Vente appartement 5 pieces 155 m2,"Nombre de pieces : 5, Surface : 155 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Etage : 1, Cave : oui, Salle d'eau : oui, Salle de bain : oui, Terrasse : oui, Energie : D (190), GES : E (44)"
"PARIS 2 EME - RUE DE LA LUNE - Ligne directe 01 44 88 68 68 - Au sein d'un tres bel immeuble Haussmannien dans une rue au calme et en retrait des nuisances, un APPARTEMENT de type 4 pieces dans une petite copropriete (un appartement par palier), au 3eme etage, compose d'un sejour avec parquet ancien, moulures, cheminee, d'une salle a manger avec poele prussien, d'une belle cuisine dinatoire entierement amenagee et equipee, de deux chambres spacieuses et d'une salle de bain avec wc separe. Belle hauteur",http://www.explorimmo.com/annonce-5935098.html,Paris 2eme,870000,Fortis Immo Paris 1 (century 21),"Vente appartement 4 pieces 94,5 m2","Nombre de pieces : 4, Surface : 94,5 m2, Nombre de chambres : 2, Etage : 3, Energie : D (176), GES : E (41)"
"PARIS 2 - ETIENNE MARCEL Appartement de 98m2 , au 4eme etage, dans une rue pietonne, comprenant une entree, un sejour, une salle a manger, une cuisine, deux chambres, une salle de bains, une salle d'eau, une cave, travaux a prevoir. Poutres apparentes, lumineux, charme. Appartement a vendre - presente par BARNES, agence immobiliere de prestige Paris 1er et 2eme",http://www.explorimmo.com/annonce-5983190.html,Paris 2eme,1250000,Barnes Saint-honore,Vente appartement 4 pieces 98 m2,"Nombre de pieces : 4, Surface : 98 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Etage : 4, Exposition : Non precise, Ascenseur : oui, Cheminee : oui, Salle d'eau : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Quartier ETIENNE MARCEL .ZONE PIETONNE.RESTAURATION POSSIBLEIDEAL BOITE DE COM ,PROFFESSION LIBERALES,ARCHITECTES,COMMERCES....etcDans un immeuble de tres bonne facture en pierre de taille, locaux entierement neuf .(RJ45 ,EDF,deco design....)retransformables en boutique.lineaire de 8 M.actuellement : bureaux en rez-de-chaussee, .Vue sur la rue et sur cour. accessible par une entree particuliere sur cour .Compose d'une entree spacieuse avec espace accueil ; quatre bureaux, un wc . Deux caves",http://www.explorimmo.com/annonce-5991542.html,Paris 2eme,1060000,Agence Abi,Vente divers 104 m2,"Nombre de pieces : Non precise, Surface : 104 m2, Interphone : oui, Energie : NC, GES : NC"
"PARIS 2eme - MONTORGUEIL - Au 4eme et dernier etage sans ascenseur d'un immeuble ancien charmant deux pieces de 21,54m2 loi carrez et 31,25m2 au sol compose : d'un sejour avec cuisine americaine - d'une chambre avec dressing en mezzanine - d'une salle d'eau avec WC - Cave - Bon etat general - Lumineux et calme +33 6 63 93 00 11",http://www.explorimmo.com/annonce-6100268.html,Paris 2eme,275600,Sebert Immobilier,"Vente appartement 2 pieces 31,25 m2","Nombre de pieces : 2, Surface : 31,25 m2, Nombre de chambres : 1, Etage : 4, Cave : oui, Energie : NC, GES : NC"
"VENTE APPARTEMENT EN DUPLEX 4 CHAMBRES AVEC TERRASSE - PARIS 2eme - CLERY/ MONTORGUEIL Tres bel appartement contemporain, aux 5eme et 4eme etages, calme et lumineux. Ce bien comprend un tres grand salon/salle a manger, une cuisine americaine donnant acces a une terrasse , 4 chambres dont une suite parentale, une salle de bains et deux salles de douche. Cave et 2 espaces de rangement sur palier. Appartement a vendre - presente par BARNES, agence immobiliere de prestige Paris 2eme.",http://www.explorimmo.com/annonce-5995426.html,Paris 2eme,1990000,Barnes Saint-honore,Vente appartement 5 pieces 183 m2,"Nombre de pieces : 5, Surface : 183 m2, Nombre de chambres : 4, Nombre de salles de bain : 1, Etage : 5, Exposition : Non precise, Ascenseur : oui, Salle d'eau : oui, Salle de bain : oui, Terrasse : oui, Energie : NC, GES : NC"
"BONNE NOUVELLES IDEALEMENT SITUE AU PIEDS DES COMMERCES ET TRANSPORTS AU 5E ETAGE AVEC ASC STUDIO DE 17 M2 EN PARFAIT ETAT SE COMPSANT D'UNE PIECE PRINCIPALE SALLE D'EAU WC, CUISINE AMENAGEE ET EQUIPEE. A VISITER D'URGENCE !!!VENDU LOUE 800 PAR MOIS.",http://www.explorimmo.com/annonce-6204966.html,"Paris 2eme,",209000,Groupe Babylone,Vente studio 17 m2,"Nombre de pieces : 1, Surface : 17 m2, Etage : 5, Ascenseur : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Energie : NC, GES : NC"
"PARIS 2eme ARRONDISSEMENT, Studio dans le quartier du sentier et des grands boulevards, oriente plein sud, dans une copropriete tres bien entretenue, au 5eme et dernier etage vue sur les toits. Sans vis a vis, tres calme. A l'origine: 3 chambres de bonne: 8,90 m2 au totale (Carrez : 8,51 m2), hauteur sous plafond: 2,44m. Possibilite de louer car le volume est de 20,41 m3. Une extension est possible par la suppression d'un gros bloc separant la piece a vivre de la cuisine. Douche separee avec",http://www.explorimmo.com/annonce-6221686.html,Paris 2eme,100000,Capifrance,Vente studio 9 m2,"Nombre de pieces : 1, Surface : 9 m2, Exposition : Non precise, Energie : NC, GES : NC"
"PARIS 02 - MONTORGUEIL - Ligne directe 01 53 00 98 98. Dans un quartier anime tres recherche, proche des transports et des commerces, nous vous proposons ce charmant studio situe au 1er etage d'un immeuble ancien avec ascenseur. Il se compose d'une belle piece de vie, d'une salle de bain et d'une cuisine separee. Belle hauteur sous plafond. Tres lumineux. Bien soumis au statut de la copropriete. 3 lot sur 12. Pas de procedure en cours. Copropriete : Nb de lots : 12 Budget previsionnel a la charge",http://www.explorimmo.com/annonce-6237952.html,Paris 2eme,235000,Fortis Immo Paris 1 (century 21),"Vente studio 24,35 m2","Nombre de pieces : 1, Surface : 24,35 m2, Nombre de chambres : 1, Etage : 1, Energie : NC, GES : NC"
"Paris 2 - Montorgueil - Ligne directe 01 53 00 98 98 Appartement coup de coeur! Dans un immeuble ancien avec ascenseur laissez-vous seduire par ce tres beau duplex entierement refait par un archictecte. Au 4eme etage on trouve un sejour salle a manger sur rue de 34.5m2, une cuisine semaine ouverte, un WC et une chambre sur cour avec SDB privative. Au 3eme etage 2 chambres sur cour et une SDB avec WC. Appartement traversant, tres lumineux avec de beaux volumes. Bien soumis au statut de la copropriete.",http://www.explorimmo.com/annonce-6251080.html,Paris 2eme,1190000,Fortis Immo Paris 1 (century 21),"Vente appartement 4 pieces 98,4 m2","Nombre de pieces : 4, Surface : 98,4 m2, Nombre de chambres : 3, Etage : 4, Energie : D (175), GES : A (5)"
"Magnifique 2 pieces de 32 M 2, dans immeuble historique, poutres, pierre, charme, proche Bourse et Montorgeuil, 5eme etage sans ascenseur, aucune nuisance, tres clair, Triple exposition, Tres calme. REFAIT A NEUF. A VOIR. PRIX 340.000e.",http://www.explorimmo.com/annonce-6255404.html,"Paris 2eme,",340000,L'immobilier International,Vente appartement 2 pieces 32 m2,"Nombre de pieces : 2, Surface : 32 m2 (loi carrez), Nombre de chambres : 1, Nombre de salles de bain : 1, Type de chauffage : Chauffage electrique, Statut : libre, Etage : 5, Exposition : Sud-Ouest, Digicode : oui, Salle d'eau : oui, Vue degagee : oui, Energie : E (240), GES : D (25)"
"PARIS 2 EME - Entre Montorgueil et les Grands Boulevards - Ligne directe 01 44 88 68 68 - Un appartement de type grand STUDIO, oriente EST, au 2eme etage d'un immeuble ancien, compose d'une piece principale avec 2 fenetres en double vitrage donnant sur une rue au calme, une cuisine entierement equipee et amenagee avec ouverture sur cour et une salle d'eau avec wc separe. Charme de l'ancien avec poutres apparentes, parquet au sol et peinture refaite recemment. Coup de coeur . Bien soumis au statut",http://www.explorimmo.com/annonce-6371386.html,Paris 2eme,295000,Fortis Immo Paris 1 (century 21),"Vente studio 34,59 m2","Nombre de pieces : 1, Surface : 34,59 m2, Etage : 2, Energie : E (270), GES : B (8)"
"PARIS 02 - MONTORGUEIL - Ligne directe 01 53 00 98 98. Rue Marie Stuart, proche de tous les commerces et des transports, nous vous proposons ce charmant studio situe au 3eme etage avec ascenseur. Il se compose d'une belle piece de vie avec kitchenette, et d'une salle de bain en marbre avec WC . Belle hauteur sous plafond. Tres lumineux. Bien soumis au statut de la copropriete. 1 lot sur 12. Pas de procedure en cours. Copropriete : Nb de lots : 12 Budget previsionnel a la charge du vendeur : 4.0 /an",http://www.explorimmo.com/annonce-6390118.html,Paris 2eme,240000,Fortis Immo Paris 1 (century 21),"Vente studio 24,86 m2","Nombre de pieces : 1, Surface : 24,86 m2, Nombre de chambres : 1, Etage : 3, Energie : NC, GES : NC"
"Bienvenue dans ce superbe 3/4 pieces situe a deux pas de l'Opera dans le 2eme. Une entree donne sur un vaste sejour avec sol et cheminee en marbre, moulures et balcon filant. Une cuisine separee et equipee. Deux chambres spacieuses beneficiant chacune d'une salle d'eau et WC. Entierement refait par un architecte, ce bien d'exception beneficie de prestations de luxe. Des rangements et deux caves completent cet appartement. Bien soumis au statut de la copropriete. 1 lot sur 16. Budget previsionnel",http://www.explorimmo.com/annonce-6399318.html,Paris 2eme,1500000,Fortis Immo Paris 1 (century 21),"Vente appartement 4 pieces 126,53 m2","Nombre de pieces : 4, Surface : 126,53 m2, Nombre de chambres : 2, Etage : 2, Energie : NC, GES : NC"
PARIS 2eme - OPERA / VENDOME - Ligne directe: 01 40 20 93 95 - Rue de La Paix- Emplacement de parking situe au 4 eme sous sol. Acces securise avec gardien. Concession de 57 ans. Bien soumis au statut de la copropriete. 1 / 97 lots. Budget annuel charge vendeur 636  / an. Pas de procedure en cours. Copropriete : Nb de lots : 97 Budget previsionnel a la charge du vendeur : 636.0 /an,http://www.explorimmo.com/annonce-6415296.html,Paris 2eme,34000,Fortis Immo Paris 1 (century 21),"Vente parking 11,78 m2","Surface : 11,78 m2, Energie : NC, GES : NC"
"Nous vous proposons cet ensemble de caves reunies, amenagees en Loft sur une surface d'environ 200m2 sur 3 niveaux. Cette surface atypique beneficie du charme de l'ancien (murs en pierres apparentes, voutes, alcoves). Electricite aux normes. Calme. Au coeur d'un quartier vivant. A visiter rapidement.",http://www.explorimmo.com/annonce-6452214.html,Paris 2eme,540000,Dv Immobilier,Vente studio 200 m2,"Nombre de pieces : 1, Surface : 200 m2, Exposition : Non precise, Salle d'eau : oui, Energie : NC, GES : NC"
"Quartier Montorgueil.Dans un immeuble recent 1985. Appartement type LOFT de 110m2 sur 2 niveaux, comprenant au rez de chaussee un sejour de 26m2 avec une cuisine separee equipee, une chambre, et une salle de bains avec w.c. Au 1er niveau un bureau, 2 chambres et une salle de bains. Calme et lumineux. DPE en cours.",http://www.explorimmo.com/annonce-6459588.html,"Paris 2eme,",1250000,O.c.e Voltaire,Vente appartement 4 pieces 110 m2,"Nombre de pieces : 4, Surface : 110 m2, Nombre de chambres : 3, Nombre de salles de bain : 2, Type de chauffage : Chauffage electrique, Etage : Rez-de-chaussee, Digicode : oui, Interphone : oui, Salle de bain : oui, Energie : NC, GES : NC"
"PARIS 2EME - OPERA - Ligne Directe 01 40 20 93 95 - Rue de la Michodiere - Au sein d'une copropriete entiererement renovee, bel appartement de trois pieces principales au calme sur cour. Idealement situe, au pied d'Opera. A saisir! Renovation a prevoir, potentiel interessant! Bien soumis au statut de la copropriete. 2 lots sur 97 . Quote part du budget previsionnel de 1664  / an. Une procedure en cours. Copropriete : Nb de lots : 97 Budget previsionnel a la charge du vendeur : 1664.0 /an Procedure(s)",http://www.explorimmo.com/annonce-6423068.html,Paris 2eme,632000,Fortis Immo Paris 1 (century 21),"Vente appartement 3 pieces 63,14 m2","Nombre de pieces : 3, Surface : 63,14 m2, Nombre de chambres : 2, Etage : 4, Energie : F (347), GES : C (19)"
"Paris 2 EME - BONNE NOUVELLE - Dans un immeuble pierre de taille avec gardienne, un bel appartement de caractere (parquet et moulures) de type 4 pieces au 2eme etage avec ascenseur, compose d'un double sejour de 44 m2, deux chambres dont une avec un dressing de 5 m2, un bureau, une cuisine independante et une salle d'eau avec WC. Grandes fenetres avec cremones d'epoque. Belle hauteur sous plafond 3m16. Plusieurs lignes de metro au pied de l'immeuble (8 et 9). A proximite du quartier Montorgueil,",http://www.explorimmo.com/annonce-6468310.html,Paris 2eme,1000000,Fortis Immo Paris 1 (century 21),"Vente appartement 4 pieces 118,06 m2","Nombre de pieces : 4, Surface : 118,06 m2, Nombre de chambres : 2, Etage : 2, Energie : C (111), GES : D (26)"
"Appartement traversant de 27 m2 (25,50 m2 Carrez) dans quartier tres prise du 2eme arrondissement, situe au cur du quartier Montorgueil dans une rue tranquille donnant sur la rue pietonne. Tres lumineux, calme, au 4eme etage (dont entresol). Une entree avec un grand couloir eclaires par une fenetre, distribuant: un WC, la cuisine et le sejour (orientation sud). Le sejour donne acces a la chambre avec rangement et la salle d'eau. Faible charge : 400e de Taxe Fonciere et 80e en charges mensuelles.",http://www.explorimmo.com/annonce-6471992.html,Paris 2eme,289000,Capifrance,Vente appartement 2 pieces,"Nombre de pieces : 2, Surface : NC, Nombre de chambres : 1, Exposition : Non precise, Energie : NC, GES : NC"
"VENTE DUPLEX AVEC TERRASSE 3 CHAMBRES - PARIS 2eme - PLACE DES VICTOIRES Derriere sa facade epoque Colbert, cet appartement de 135,5 m2 'Carrez' se deploie sur 2 niveaux. Poutres apparentes, cheminee en pierre et terrasse privative donnent le charme de ce duplex. Au RdC une grande piece de reception ouverte sur la terrasse de 25 m2 et une cuisine separee. Un escalier en pierre permet d'acceder au 1er etage ou se situent les 3 chambres et les 2 salles de bains. Au sous-sol, une large cave voutee",http://www.explorimmo.com/annonce-6476308.html,Paris 2eme,1390000,Barnes Saint-honore,"Vente appartement 4 pieces 135,54 m2","Nombre de pieces : 4, Surface : 135,54 m2, Nombre de chambres : 3, Nombre de salles de bain : 2, Exposition : Non precise, Cheminee : oui, Salle de bain : oui, Terrasse : oui, Energie : NC, GES : NC"
"PROCHE PARIS - PARIS II - GAILLON/OPERA - 2 CHAMBRES Situe a deux pas de l'Opera, cet appartement entierement renove avec materiaux de qualite, est compose d'une cuisine americaine, d'un salon, de deux chambres, d'une salle de bains et de wc separes. Ascenseur. Sa renovation haut de gamme et son emplacement en font un veritable pied a terre d'exception. Gardien.",http://www.explorimmo.com/annonce-6565666.html,Paris 2eme,980000,Barnes Pied-a-terre Saint-honore,"Vente appartement 3 pieces 77,66 m2","Nombre de pieces : 3, Surface : 77,66 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Etage : 2, Exposition : Non precise, Ascenseur : oui, Salle de bain : oui, Energie : NC, GES : NC"
